timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
447704074,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
448204112,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
448715075,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
449227738,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
449728064,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
450228120,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
450738096,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
451247342,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
451753066,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
452261095,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
452767286,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
453273081,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
453779291,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
454286069,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
454794272,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
455302155,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
455810194,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
456319229,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
456822225,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
457329133,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
457830163,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
458330225,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
458830316,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
459339124,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
459850315,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
460361167,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
460862573,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
461372545,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
461881156,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
462388381,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
462895065,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
463401261,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
463907189,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
464415072,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
464922065,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
465428680,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
465935343,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
466442074,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
466949206,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
